year,rank,team,total,leg,name,grade,split,cumulative,source_drive_id
2018,2,菊水,42:22,4,前淵あかり,2,7:24,31:31,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,2,菊水,42:22,5,藤本喬子,2,10:51,42:22,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,3,腹栄,43:00,1,荒木心音,1,11:04,11:04,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,3,腹栄,43:00,2,前田葵侑,2,6:42,17:46,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,3,腹栄,43:00,3,田川華妃,2,7:01,24:47,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,3,腹栄,43:00,4,植原華望,1,7:07,31:54,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,3,腹栄,43:00,5,古賀葵,2,11:06,43:00,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,4,荒尾四,43:31,1,前田琳香,2,10:12,10:12,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,4,荒尾四,43:31,2,大江莉奈,3,7:18,17:30,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,4,荒尾四,43:31,3,藤本佑菜,3,7:22,24:52,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,4,荒尾四,43:31,4,前田紗歩,3,7:56,32:48,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,4,荒尾四,43:31,5,小嶋弥渚,3,10:43,43:31,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,5,荒尾三,43:59,1,沖愛凜,2,10:48,10:48,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,5,荒尾三,43:59,2,佐藤ちゆら,2,6:49,17:37,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,5,荒尾三,43:59,3,安田咲和,1,7:17,24:54,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,5,荒尾三,43:59,4,本田朱奈,1,7:36,32:30,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,5,荒尾三,43:59,5,藤田菜々美,2,11:29,43:59,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,6,三加和,44:02,1,北原花帆,3,11:12,11:12,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,6,三加和,44:02,2,山下紗瑛,1,6:38,17:50,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,6,三加和,44:02,3,中山萌華,2,7:11,25:01,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,6,三加和,44:02,4,仲田ひな,3,7:40,32:41,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2018,6,三加和,44:02,5,池田舞羽,3,11:21,44:02,1SpSxcvlMeVJ_w9sV1D559ki112DVfvII
2017,1,玉名,41:21,1,清田真帆,3,10:15,10:15,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,1,玉名,41:21,2,萩尾花月,3,6:15,16:30,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,1,玉名,41:21,3,松本明城,1,6:58,23:28,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,1,玉名,41:21,4,堀愛菜,1,7:07,30:35,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,1,玉名,41:21,5,中尾比菜,3,10:46,41:21,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,2,荒尾三,42:02,1,大中千尋,3,10:09,10:09,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,2,荒尾三,42:02,2,沖愛凜,1,6:25,16:34,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,2,荒尾三,42:02,3,堀秋璃,3,7:04,23:38,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,2,荒尾三,42:02,4,荒川夏凜,3,7:24,31:02,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,2,荒尾三,42:02,5,浦浜実里,3,11:00,42:02,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,3,菊水,43:08,1,坂井陽香,3,11:00,11:00,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,3,菊水,43:08,2,坂本華,1,6:29,17:29,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,3,菊水,43:08,3,藤本喬子,1,7:05,24:34,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,3,菊水,43:08,4,坂本あずみ,3,7:27,32:01,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,3,菊水,43:08,5,柴尾知美,2,11:07,43:08,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,4,岱明,43:29,1,前田優花,1,10:57,10:57,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,4,岱明,43:29,2,辻湖羽来,3,6:41,17:38,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,4,岱明,43:29,3,榎本妃恵,3,7:15,24:53,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,4,岱明,43:29,4,土山静里佳,2,7:27,32:20,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,4,岱明,43:29,5,三村奈々,3,11:09,43:29,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,5,荒尾四,43:35,1,山門ひかり,3,10:27,10:27,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,5,荒尾四,43:35,2,大江莉奈,3,7:09,17:36,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,5,荒尾四,43:35,3,藤本佑菜,3,7:12,24:48,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,5,荒尾四,43:35,4,前田琳香,2,7:48,32:36,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,5,荒尾四,43:35,5,小嶋弥渚,2,10:59,43:35,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,6,長洲,44:15,1,池田こまち,3,10:56,10:56,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,6,長洲,44:15,2,近藤七海,3,6:24,17:20,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,6,長洲,44:15,3,池田有紗実,1,7:38,24:58,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,6,長洲,44:15,4,草野しずく,1,7:44,32:42,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2017,6,長洲,44:15,5,権田紗也華,2,11:33,44:15,1txCmMkoQMiayxCCaH9iUm5LyDcM-zZ5u
2016,1,荒尾三,40:59,1,大中千尋,2,10:10,10:10,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,1,荒尾三,40:59,2,堀秋璃,2,6:33,16:43,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,1,荒尾三,40:59,3,荒川夏凜,2,6:55,23:38,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,1,荒尾三,40:59,4,浦浜実里,2,6:42,30:20,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,1,荒尾三,40:59,5,牧野颯姫,3,10:39,40:59,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,2,玉名,41:10,1,濱崎菜,3,10:22,10:22,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,2,玉名,41:10,2,宮本花穂,3,6:31,16:53,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,2,玉名,41:10,3,中尾比菜,2,6:46,23:39,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,2,玉名,41:10,4,清田真帆,2,6:48,30:27,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,2,玉名,41:10,5,早野真菜,3,10:43,41:10,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,3,南関,41:43,1,津留萌花,3,10:35,10:35,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,3,南関,41:43,2,門田咲耶,1,6:31,17:06,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,3,南関,41:43,3,島﨑乃々佳,3,6:55,24:01,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,3,南関,41:43,4,高椋琳菜,3,7:08,31:09,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,3,南関,41:43,5,原賀藍実,3,10:34,41:43,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,4,岱明,43:02,1,田上真愛,3,10:29,10:29,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,4,岱明,43:02,2,土山静里佳,1,6:35,17:04,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,4,岱明,43:02,3,東華菜,3,7:04,24:08,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,4,岱明,43:02,4,辻湖羽来,2,7:15,31:23,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,4,岱明,43:02,5,三村奈々,2,11:39,43:02,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,5,玉南,43:54,1,長沼優香,3,10:09,10:09,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,5,玉南,43:54,2,前田遥香,2,6:57,17:06,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,5,玉南,43:54,3,土山琴乃,2,7:28,24:34,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,5,玉南,43:54,4,清田紗帆,1,7:32,32:06,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,5,玉南,43:54,5,坂村有澄,1,11:48,43:54,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,6,玉東,44:04,1,長沼優香,3,10:09,10:09,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,6,玉東,44:04,2,前田遥香,2,6:57,17:06,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,6,玉東,44:04,3,土山琴乃,2,7:28,24:34,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,6,玉東,44:04,4,清田紗帆,1,7:32,32:06,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2016,6,玉東,44:04,5,坂村有澄,1,11:58,44:04,1LhUyOckCQI2Ne3OEOIbQmMq4tZf5KzeR
2015,1,玉名,41:31,1,關知夏子,3,10:14,10:14,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,1,玉名,41:31,2,田上綾乃,3,6:26,16:40,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,1,玉名,41:31,3,笠井菜央,3,6:54,23:34,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,1,玉名,41:31,4,清田真帆,1,7:06,30:40,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,1,玉名,41:31,5,塩山桃花,2,10:51,41:31,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,2,荒尾三,42:39,1,大中千尋,1,10:23,10:23,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,2,荒尾三,42:39,2,荒川夏凜,1,6:45,17:08,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,2,荒尾三,42:39,3,藤本実百,2,6:59,24:07,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,2,荒尾三,42:39,4,石橋美優,1,7:20,31:27,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,2,荒尾三,42:39,5,牧野颯姫,2,11:12,42:39,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,3,南関,43:17,1,原賀藍実,2,11:00,11:00,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,3,南関,43:17,2,高椋琳菜,2,6:59,17:59,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,3,南関,43:17,3,津留萌花,2,6:45,24:44,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,3,南関,43:17,4,川上悠花,3,7:33,32:17,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,3,南関,43:17,5,島﨑乃々佳,2,11:00,43:17,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,1,東華菜,2,10:41,10:41,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,2,田上真愛,2,6:51,17:32,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,3,下田紗知,3,7:10,24:42,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,4,宮内果歩,3,7:36,32:18,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,5,三村奈々,1,11:18,43:36,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,5,玉東,43:46,1,長沼優香,2,10:18,10:18,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,5,玉東,43:46,2,長嶺汐莉,1,6:56,17:14,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,5,玉東,43:46,3,坂村有澄,1,7:22,24:36,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,5,玉東,43:46,4,清田紗帆,2,7:30,32:06,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,5,玉東,43:46,5,前田遥香,1,11:40,43:46,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,6,荒尾海陽,44:53,1,榎本百花,2,10:48,10:48,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,6,荒尾海陽,44:53,2,田中若葉,3,7:03,17:51,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,6,荒尾海陽,44:53,3,川口愛優菜,3,7:10,25:01,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,6,荒尾海陽,44:53,4,山嵜麻椰,2,7:48,32:49,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,6,荒尾海陽,44:53,5,東亜優,3,12:04,44:53,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2013,1,玉名,41:03,1,森澤彩乃,3,10:09,10:09,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,2,磧結里,3,6:26,16:35,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,3,塩山莉央,3,6:53,23:28,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,4,川本和,3,7:09,30:37,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,5,上戸真鈴,3,10:26,41:03,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,1,東美瑠希,3,10:41,10:41,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,2,吉本絵理,3,6:47,17:28,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,3,吉岡愛琴,3,6:41,24:09,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,4,伊木田優衣,3,7:42,31:51,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,5,西川二千花,2,10:51,42:42,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,1,嶋永有紗,3,10:33,10:33,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,2,原有紀,3,6:38,17:11,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,3,武田彩花,2,6:53,24:04,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,4,松本佑夏,2,7:33,31:37,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,5,嶋村里恩,2,11:14,42:51,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,1,開琴美,2,10:40,10:40,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,2,杉山恵菜,2,6:47,17:27,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,3,中村真央,3,7:12,24:39,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,4,栗原美瑞希,3,7:25,32:04,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,5,森綴美香,2,10:47,42:51,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,5,岱明,43:25,1,大道志歩,3,10:32,10:32,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,5,岱明,43:25,2,中川葉月,2,6:57,17:29,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,5,岱明,43:25,3,竹本彩夏,3,7:08,24:37,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,5,岱明,43:25,4,植田愛美,3,7:24,32:01,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,5,岱明,43:25,5,前田明佳里,2,11:24,43:25,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,6,菊水,44:39,1,一番ケ瀬美空,2,11:07,11:07,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,6,菊水,44:39,2,大山優衣,2,6:55,18:02,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,6,菊水,44:39,3,山住真由,2,7:20,25:22,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,6,菊水,44:39,4,齊木愛菜,3,7:51,33:13,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,6,菊水,44:39,5,下津晴子,1,11:26,44:39,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2012,1,玉名,41:07,1,磧結里,2,10:18,10:18,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,2,森澤彩乃,2,6:18,16:36,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,3,川本和,2,6:46,23:22,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,4,塩山莉央,2,7:09,30:31,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,5,上戸真鈴,2,10:36,41:07,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,1,大道志歩,1,10:17,10:17,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,2,前田明佳里,1,6:43,17:00,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,3,中川葉月,1,7:12,24:12,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,4,植田愛美,2,7:22,31:34,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,5,田上愛佳,3,11:07,42:41,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,1,東美瑠希,2,10:45,10:45,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,2,吉本絵理,2,6:55,17:40,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,3,吉岡愛琴,2,6:51,24:31,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,4,谷本アンナ,3,7:17,31:48,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,5,伊木田優衣,2,11:11,42:59,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,1,嶋永有紗,2,10:21,10:21,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,2,津留有希子,3,7:13,17:34,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,3,嶋村里恩,1,6:56,24:30,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,4,武田彩花,1,7:16,31:46,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,5,原有紀,2,11:38,43:24,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,5,玉高附属,43:53,1,中川莉子,2,10:39,10:39,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,5,玉高附属,43:53,2,弥山葵,2,6:45,17:24,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,5,玉高附属,43:53,3,黒岩美月,2,7:16,24:40,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,5,玉高附属,43:53,4,野間麗華,2,7:40,32:20,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,5,玉高附属,43:53,5,松本阿美果,1,11:33,43:53,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,6,長洲,44:30,1,市原歩実,2,11:26,11:26,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,6,長洲,44:30,2,竹本侑加,1,6:43,18:09,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,6,長洲,44:30,3,成瀬朱花,2,7:21,25:30,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,6,長洲,44:30,4,宮島菜乃子,2,7:21,32:51,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,6,長洲,44:30,5,竹谷映真,3,11:39,44:30,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
